reviews,sentiment,aspect,aspect_codes_list,type_product
"công_nhận là đỉnh . mình phải khâm_phục chị tác_giả khi khéo_léo kể lại câu_chuyện troy một_cách vừa trung_thành với iliad với thần_thoại hy lạp và những dữ_liệu nghiên_cứu của những người cùng thời ghi_chép lại cho đến ngày_nay mà mình tìm_hiểu được qua wiki như việc achilles trong lúc đau_khổ trước xác của patroclus thì có buông lời trách_móc cậu cũng được chị tác_giả đưa vào có chọn_lọc hơn . đọc tác_phẩm này của tác_giả mình cảm_thấy mọi chi_tiết sự_kiện và diễn_biến tâm_lý được chị nghiên_cứu kỹ , sắp_xếp , làm cho khớp và hợp tình hợp_lý hơn thậm_chí là đến mức mà mình thấy tuy là có sự hư_cấu và can_thiệp của thần_linh nhưng đây mới đúng là những gì thật_sự đã diễn ra . phim troy sản_xuất năm 2004 đơn_giản là xuyên_tạc quá mức và không_trung_thành với những ghi_chép và các tác_phẩm cổ_đại . đọc mà mình cảm_giác đang xem phim với rất nhiều đoạn thoại đáng nhớ . mình thích nhất đoạn thoại giữa patroclus và briseis . đọc mà thấy được cả câu thoại tiếng anh hiện lên trong đầu và như thấy được diễn_viên đang nói lên những câu thoại ấy . cuốn sách này kiểu gì cũng sẽ được dựng thành phim sau_này . dù đã từng đọc và biết đến 2 tác_phẩm kia nhưng quả_thực tên các nhân_vật khá dài và khó nhớ nên phải đọc một lúc mới định_hình được các nhân_vật trong câu_chuyện . tuy kể chuyện mượt mà mạch_lạc nhưng nếu không tập_trung thì cũng có_thể thấy hơi rối và có gì đó mâu_thuẫn giữa các tình_tiết hay sự phát_triển tính_cách của các nhân_vật , một phần cũng do tác_giả không giải_thích vội mà chỉ để lộ ra dần về sau . đọc nó khiến mình không_thể không liên_tưởng đến phim truyền_hình đình_đám spatarcus khi nó thành_công trong việc cho người xem một góc nhìn mới về cái tạo nên một con_người anh_hùng hay một người vĩ_đại , cái phi_lý của chiến_tranh và cái gọi là tình_yêu thực_sự là gì . câu_chuyện còn cho thấy những cái phù_phiếm như cái đẹp và danh_vọng có_thể đưa ta đến những tai_hoạ lớn thế_nào ở khía_cạnh cá_nhân cũng như tập_thể . mình không thấy phải chê gì về chất_lượng sách sách dầy khổ to nhưng chữ in to rõ nét giấy nhẹ nên cầm đọc rất thoải_mái và nhẹ . gáy sách được đóng keo chắc_chắn nên không bị bung . bìa in nổi đẹp và cứng . kèm theo cái kẹp sách rất hữu_ích . quyển phụ_lục và phỏng_vấn tác_giả giúp mình nắm_bắt câu_chuyện và hiểu câu_chuyện hơn . tuy_nhiên , mình thấy có một chỗ dịch hơi không được tự_nhiên lắm như giờ con không còn dễ_dàng từ_bỏ như ngày_xưa con đã từng . nên nếu được sau_này mình sẽ tìm bản tiếng anh đọc xem sao . tóm lại đây không phải truyện đam mỹ mà còn hơn thế nữa . nó thực_sự xứng_đáng nhận giải_thưởng văn_học và rất đáng đọc .",5,"[2, 3]","[2, 3]",0
"đang đọc trên kindle nhưng sách đẹp quá nên phải quất luôn . sách không phải hay nữa mà là đẹp , đẹp từ câu chữ đến nội_dung . ngoài lolita ra thì đây là quyển duy_nhất gây ấn_tượng cho mình ở cách miêu_tả , cách dùng từ tinh_tế như thế nội_dung thì khỏi bàn , tuy đến bây_giờ vẫn ế nhưng sách giúp mình biết được yêu 1 người đẹp ntn , cảm_giác muốn hy_sinh cho người mình yêu ra sao . nội_dung mấy chương đầu hơi nhàm , nhưng tả đẹp , mình cứ cảm_nhận cái vibe call me by your name đâu_đó trong đây , tuy ở 1 timeframe khác , 1 không_gian khác . mình kiểu run_out of words để nói về quyển sách này rồi , vì với mình nó quá đẹp huhu , mình không có thói_quen đọc lại sách , nhưng chắc quyển này mình sẽ đọc lại n lần mất",5,"[2, 3]","[2, 3]",0
"trường_ca achilles , sách hay , đáng mua",5,[2],[2],0
"đóng_gói cẩn_thận , seal đầy_đủ , tiki giao hàng nhanh . thấy mọi người đánh_giá nhiều và thấy nội_dung khá lạ , 1 góc nhìn khác từ tác_giả .",5,"[2, 4]","[2, 4]",0
đẹp lắmm,5,[2],[2],0
"sách đẹp lắm luôn mê thật_sự ! ! ! ! có quyển phụ_lục mini hết_sức đáng yêu và bookmark rất đẹp ! hàng vận_chuyển không hề sứt_mẻ tẹo nào , hoàn_toàn nguyên_vẹn và đẹp ! 5 sao !",5,"[2, 4]","[2, 4]",0
"bìa của mình bị trầy như hình khi lật miếng bìa màu cam lên còn lại thì ổn hết , tiki giao hàng siêu nhanh mình nhớ hôm đó 0h mình đặt và 9h mình nhận được luôn , sách kèm theo phụ_lục và kẹp sách rất đẹp . nói về nội_dung theo mình , có spoil phần giữa khi chiến_đấu ở thành troy diễn_biến khá chậm nhưng về phần cuối sau khi patroclus ra đi , achilles điên_cuồng_chiến_đấu để trả_thù cho cậu đã khiến mình khóc , đặc_biệt là giây_phút cậu tự thu lại tro tàn của tôi , dù dây là nghĩa_vụ của phụ_nữ . cậu bỏ chúng vào một chiếc bình bằng vàng , chiếc đẹp nhất trong trại của chúng_tôi , và quay sang những người hy lạp đang đứng nhìn . sau đó achilles nói khi ta chết , ta lệnh cho các ngươi trộn chung tro cốt và chôn chúng_ta cùng một chỗ . mình cũng thấy tiếc cho briseis vì cô ấy cũng thật lòng yêu patroclus , chỉ tiếc ở đây tình_cảm không_thể đến từ 1 phía . tóm lại , mình thấy đây là một cuốn sách quằn lên quằn xuống cảm_xúc của mình khi đọc , nhiều lúc đang hạnh_phúc cái nó tụt ngang nên phải chuẩn_bị đủ tâm_lý , thấy vậy chứ hổng phải vậy đâu",5,"[2, 4]","[2, 4]",0
"sản_phẩm tốt , chỉ tiếc cuốn sách bị quăn góc một_tí , với một người yêu_sách như mình thì nó hơi khó_chịu , nhưng không sao vẫn dc . người giao hàng giao hàng nhanh , nội_dung cực tuyệt_vời luôn ? ? ? , khuyên mọi người nên mua , dù nó hơi màu hồng phấn so với thần_thoại ...",5,"[2, 4]","[2, 4]",0
"giao nhanh , chất_lượng sách mua trên tiki thì khỏi phải bàn rồi . mua có 1 quyển mà được bọc kĩ lắm ấy . mùi rất thơm nha , nội_dung chưa biết như thế_nào nhưng tổng_quan rất chi là tốt rồi đó",5,"[2, 4]","[2, 4]",0
"sách rất mới , đẹp , bên trong có cả bookmark hình mũ giáp dày_dặn và một cuốn phụ_lục nhỏ về các nhân_vật trong sử_thi illiad . về nội_dung thì không còn gì để bàn , hay qtqđ ạ . nội_dung chính về cuộc_đời của anh_hùng achilles nhưng được kể qua góc nhìn của nhân_vật patroclus , một chàng hoàng_tử chẳng có gì nổi_bật và bị trục_xuất khỏi đất_nước mình . tuy_thế nhưng chàng và achilles lại hình_thành mối gắn_kết không_thể tách rời , nếu bạn không ngại yếu_tố lgbt thì chắc bạn sẽ đọc được cuốn này . mình thực_sự cảm_nhận được tình_cảm giữa hai người cứ dần_dần nảy_sinh , phát_triển nhờ lối kể chuyện chậm_rãi mà câu từ đẹp_đẽ của tác_giả madeline miller . thực_sự rất ấn_tượng với tác_giả . à mọi người chú_ý nếu ai chưa từng đọc thần_thoại hy lạp hay sử_thi illiad thì đừng đọc cuốn phụ_lục trước nhé , sẽ bị spoil mất cái kết nha . mình lỡ đọc rồi nên biết cái kết huhu , nhưng dù_sao cũng vẫn không ảnh_hưởng quá nhiều đến cảm_xúc khi đọc đến đoạn kết .",5,"[2, 3]","[2, 3]",0
"cuốn này hot trong nước lẫn ngoài nước , từ năm_ngoái tới nay mà mình mới được đọc . mình rất thích lối viết của tác_giả , nhưng có đôi chỗ diễn_tả ngắn quá thành_ra mình đọc theo không kịp , ví_dụ như cảm_xúc bất_ngờ của nhân_vật thì mình đọc qua một câu mình mới nhận ra là họ đang bất_ngờ . nhiều đoạn vẫn còn có_thể khai_thác nhiều hơn , sâu hơn vì theo mình thì đoạn cuộc_chiến thành troy có vẻ như hơi ngắn . nhưng tóm lại thì đây vẫn là cuốn sách tuyệt_vời , rất cảm_động . 8 10 . mình không chụp ảnh sách vì cũng không có gì để chụp , ngoài sách ra thì còn có cuốn phụ_lục nho_nhỏ khoảng 10 trang . khuyên các bạn nên đọc phụ_lục nhưng chỉ nên đọc sơ thôi , vì ngoài achilles với patroclus ra thì chỉ có một_vài nhân_vật phụ được viết nhiều một_tí , còn lại thì chỉ cần nhớ tên là được .",5,[2],[2],0
"thích cách tác_giả nhập_vai vào patroclus kể truyện , giống như là chính mình trải nghiệm được đau_khổ , hạnh_phúc , hi_vọng , dằn_vặt , tuyệt_vọng ... của nhân_vật vậy . kết truyện thì tất_nhiên thì buồn khỏi bàn , đúng như câu hỏi hãy kể tên một vị anh_hùng được hạnh_phúc . kết lại tác_phẩm cũng không phải hoàn_toàn một màu đen u_buồn , mà là một bản trường_ca , và cũng là ánh lửa nhỏ_nhoi soi sáng cho cuộc tình ngang_trái giữa một á thần và nhân_loại .",5,[2],[2],0
"sách quá hay và đáng đọc có tặng kèm thêm cuốn sổ nhỏ để tra_cứu tên hệ_thống nhân_vật cũng khá bổ_ích . à về cái kết mình thấy cũng ổn , không tới mức bi_thảm lắm đâu mấy bồ nói chúng đáng tiền mua nhé .",5,"[2, 3]","[2, 3]",0
"mình đã đọc xong cuốn sách trong 4 ngày . thật_sự lâu rồi mình mới đọc một cuốn gay fiction kể từ me by your name . đọc xong mới thấy rằng độ hot của nó đều có_lí_do cả . truyện dựa trên sử_thi iliad nên mình biết cái kết nó sẽ như thế_nào , nhưng không ngờ nó làm mình buồn đến vậy . hãy kể tên một vị anh_hùng được hạnh_phúc đi . mình không_thể . người_ta chẳng bao_giờ để cho cậu nổi_tiếng và hạnh_phúc cả . có vài nhân_vật thật_sự làm mình rất khó_chịu , là những người góp_phần gây ra bi_kịch của achilles và patroclus . nhưng càng về sau người mình thấy tức_giận lại chính là achilles và cái danh_vọng của cậu . nó làm cậu mù_quáng và đánh mất bản_thân mình . tôi sẽ cứu mọi người tôi sẽ cứu cậu khỏi bản_thân cậu . patroclus không phải là kẻ vô_dụng , cậu chỉ không thích giết_chóc nhưng cuối_cùng tay cậu cũng dính máu khi ra trận vì achilles . có 1 lưu_ý nhỏ mình muốn chia_sẻ với mọi người . truyện có đề_cập đến rồi pe , bạo_lực , phân_biệt giới_tính , . . nếu bạn từng đọc thần_thoại hy lạp thì chắc sẽ hiểu mình muốn nói gì nên mọi người cân_nhắc trước khi đọc . chị tác_giả madeline miller đã viết những đoạn này rất khéo nên bạn không cần quá lo_lắng sẽ bị ảnh_hưởng đến tình_tiết truyện đâu . hãy đọc và thưởng_thức trường_ca achilles nha .",5,[2],[2],0
"châ t lươ ng tô t , sa cấu_hình mơ i ma_ng co ngoa i hơi ra cấu_hình qua tă ng ke mình đâ y đu giao ha ng nhanh",5,[4],[4],0
"sách đẹp , siêu hay đọc rớt nước_mắt luôn á . vẫn luôn thích tiki khoản mua sách dù đắt hơn sàn cam một_chút vì chăm_sóc khách_hàng rất tốt . nên mua truyện này đọc nha mọi người",5,"[1, 2, 3]","[1, 2, 3]",0
"sách về tay mình an_toàn , siêu đẹp , sach sẽ chắc_chắn . nội_dung sách mình biết qua rồi , rất ý_nghĩa và chắc_chắn sẽ khóc",5,[2],[2],0
"hihi mình nghe đánh_giá về cuốn này rất lâu rồi , này mới có cơ_hội mua được với giá hạt_dẻ . bìa rất đẹp , hàng giao rất nhanh",5,"[2, 3, 4]","[2, 3, 4]",0
"sách mới , bọc sách đẹp , tiki giao nhanh mà còn được miễn_phí ship . nói_chung là rất hài_lòng . sách hay , lôi_cuốn . không thua_kém gì circe .",5,"[2, 4]","[2, 4]",0
"mình mua cuốn này ở tiki được đóng_gói kĩ_càng , sách nguyên seal được tặng kèm bookmark cùng cuốn phụ_lục bao_gồm danh_sách nhân_vật và bài phỏng_vấn tác_giả . 5 5 đặt tikifast giao hàng tiết ...",5,"[2, 4]","[2, 4]",0
"đợi cuốn này có hàng lại mà mòn_mỏi , và trong ngày 20 10 đáng nhớ thì tự_nhiên em ấy quay lại thật . huhu mình mua lẹ nhưng đọc không có lẹ được vì chưa có thời_gian . nhưng chất_lượng sách tuyệt lắm nhee ... .",5,[2],[2],0
cửa_hàng đóng_gói cẩn_thận và giao nhanh . sẽ tiếp_tục ủng_hộ ah shop .,5,[4],[4],0
"một đợt thấy cuốn này rầm_rộ trên mà ai cũng khen , đến năm nay mới quyết_định đọc thử . đáng đọc lắm ạ , bản dịch mượt , đọc cuốn không bị cảm_giác dài_dòng lê_thê .",5,"[2, 3]","[2, 3]",0
"lâu rồi mình mới mua lại sách trên tiki , đóng_gói rất kĩ nha , không sơ_sài như những lần trước , sẽ quay lại mua sách ở tiki nhiều hơn",5,"[2, 4]","[2, 4]",0
"dịch_vụ giao hàng cực nhanh , có ngay trong ngày . đóng_gói chắc_chắn , dán băng_keo kĩ . sách mới , nguyên seal , cực đẹp , tặng kèm bookmark và phụ_lục xinh lung_linh . anh người giao hàng lịch_sự . hình_thức bìa mềm . màu_sắc bìa sống_động , bóng . giấy vàng , thơm , độ dày giấy tương_đối , sờ mịn và êm tay . chữ in rõ nét , đều màu , không lem hay nhạt . tóm lại , hình_thức được trau_chuốt kĩ từ ngoài vào trong .",5,"[1, 2, 4]","[1, 2, 4]",0
"giao hàng nhanh , trưa hôm_qua vừa đặt xong trưa hôm sau đã giao hàng ? đầy_đủ cả phụ_lục và bookmark , mình có dùng bookcare nên sách trông rất đẹp , không bị nhăn hay nếp gấp gì khi giao tận_tay tới mình . trang sách không cứng , sách khá dày , khi lật ra cứ sợ trang sách bị rơi khỏi cuốn tóm lại mình rất hài_lòng , mua về để trưng chứ không nỡ đọc mà nội_dung sách rất hấp_dẫn , nên khi đọc ráng lật nhẹ_nhàng_vậy",5,"[2, 4]","[2, 4]",0
"giao nhanh , đặt từ t5 mà hôm sau giao rùi , sách đẹp gói ok , trường_ca achilles chx đọc nma nghe đánh_giá cuốn này hay lắm , văn_phong đẹp và lãng_mạn , mua về để nghỉ_hè còn đọc thử",5,"[2, 4]","[2, 4]",0
"mình mới nhận sách hôm_nay , chưa kịp đọc nhưng hình_thức đẹp thật , chụp ảnh không lột_tả được . giao hàng nhanh hơn so với dự_kiến . 5 cho tiki ?",5,"[2, 4]","[2, 4]",0
"trường_ca achilles madeline miller patroclus và achilles yêu nhau và đó là một chuyện tình đẹp . achilles , là một á thần , là chiến_binh mạnh nhất hy lạp thời ấy , là người_yêu của patroclus và cũng là người patroclus yêu nhất . patroclus , là người phàm , một vị hoàng_tử bị trục_xuất , là người_yêu achilles đến hơi thở cuối_cùng và cũng là người được achilles đáp lại tình_cảm . hãy kể tên một vị anh_hùng được hạnh_phúc đi cậu không kể được à ? mình biết mà . người_ta chẳng bao_giờ để cho cậu nổi_tiếng và hạnh_phúc cả . nói gì về trường_ca achilles đây nhỉ ? nói rằng nó khiến mình khóc nhiều quá , nó mang đến cho mình nhiều cảm_xúc quá , nhiều đến_nỗi mà đã gần 1m trôi qua rồi , giờ mình mới viết tiếp đánh_giá còn dang_dở nhưng mắt vẫn ứa nước . sao lại nhiều cảm_xúc thế ? vì tình_yêu ấy đẹp quá , và cũng cay_đắng quá ! đẹp ở đây là tình_cảm họ dành cho nhau chứ chuyện tình của hai người không_thể nói là đẹp được bởi nó nhiều trắc_trở , khó_khăn và đớn_đau nữa ... kể câu_chuyện dưới góc nhìn của patroclus khiến cho áng văn này mang nhiều cảm_xúc , thêm gần_gũi và cho mình thấy một achilles rất người , một achilles đẹp_đẽ nhường nào , tình_cảm ra sao và nhiều khi cũng cứng_đầu chết lên được . không bàn nhiều về cái kết vì có_lẽ đó là điều ai cũng biết rõ , cũng chính vì biết rõ mà mỗi khi đọc đến một phân_đoạn tình_cảm giữa hai người tim mình lại nhói lên , nước_mắt cũng tự_động trào ra ... mình thấy không cam lòng trước kết_cục ấy , họ xứng_đáng có một bến đỗ đẹp hơn , nhưng đâu làm gì được khi lời sấm truyền đã điểm . đi đi , nó đang đợi ngươi đấy . trong bóng đêm , hai hình_bóng , vươn qua hoàng_hôn nặng_nề , tuyệt_vọng . tay họ chạm vào nhau , và ánh_sáng bùng lên như hàng trăm chiếc bình vàng rót ra ánh mặt_trời . bằng cách nào đó , thì đây là một kết_cục đẹp , nhỉ ?",5,[2],[2],0
"truyện hay gần chớt , 10 10 . vì là truyện giữ nguyên cốt_truyện theo thần_thoại nên mình biết trước ending . có_lẽ vì_vậy_mà đọc đến đoạn 2 đứa từ núi bị gọi về là tạm dừng mấy tuần rồi , cần thời_gian lấy can_đảm để đọc tiếp tiki thì vẫn luôn giao hàng nhanh , hàng giao hàng luôn ở trạng_thái bảo_quản tối .",5,"[2, 4]","[2, 4]",0
sách được đóng_gói cẩn_thận . một tác_phẩm hay . rất ưng về nội_dung,5,"[2, 4]","[2, 4]",0
"sách đặt hôm trước hôm sau nhận được ngay , giao hàng rất nhanh , sách rất đẹp nhé !",5,"[2, 4]","[2, 4]",0
"sách hay . bìa thiết_kế đẹp . sách được bọc 1 lớp nhựa , tiếc là mép dưới và gáy trên của sách hơi bị cong gãy , chắc là do va_đập trong hộp khi vận_chuyển . tổng_quan thì mọi thứ đều ổn .",5,"[2, 4]","[2, 4]",0
"khi thì nhẹ_nhàng như lệ , khi thì thanh_thoát não_nề . lấy cảm_hứng từ sử_thi iliad , tác_giả madeline miller đã kể lại câu_chuyện tình_yêu đẹp_đẽ nhưng bi_tráng giữa hai người_hùng hy lạp trong cuốn sách ...",5,[2],[2],0
"cuốn sách rất hay , vô_cùng cảm_động , và đọng lại trong mình vô vàng cảm_xúc , rất đáng đểmua 10 10",5,[2],[2],0
